node,product_id,seller_id,category,rating,review_count,degree,weighted_degree,max_overlap,mean_jaccard,max_jaccard,clustering_coeff,core_number,pagerank,community_id,community_density,seller_concentration,hazard_code,is_known_eu_sanction,is_true_dangerous,product_hazard_index,risk_tier,anomaly_prediction,is_suspicious,anomaly_score
prod_20000234,20000234,1000030,Jewelry & Accessories,4.7,0,0,0,0,0.0,0.0,0.0,0,0.000337,47,0.0,1.0,CHEM_TOXIC,False,True,0.1887,MODERATE_RISK,1,False,0.0208
prod_20000127,20000127,1000037,Tools & Home Improvement,4.71,0,0,0,0,0.0,0.0,0.0,0,0.000337,48,0.0,1.0,NONE,False,False,0.1196,LOW_RISK,1,False,0.0214
prod_20000053,20000053,1000037,Jewelry & Accessories,4.88,8,13,30,5,0.1395,0.2778,0.0259,11,0.00208,69,0.9333,0.067,NONE,False,False,0.2198,MODERATE_RISK,1,False,0.0229
prod_20000488,20000488,1000004,Jewelry & Accessories,4.61,0,0,0,0,0.0,0.0,0.0,0,0.000337,39,0.0,1.0,NONE,False,False,0.0798,LOW_RISK,1,False,0.023
prod_20000006,20000006,1000023,Computer & Office,4.82,11,14,34,4,0.1304,0.2222,0.0255,11,0.002289,31,0.9238,0.133,NONE,False,False,0.1336,LOW_RISK,1,False,0.0236
prod_20000036,20000036,1000025,Tools & Home Improvement,5.0,10,13,33,4,0.1496,0.25,0.0269,12,0.002327,57,0.9524,0.133,NONE,False,False,0.1782,MODERATE_RISK,1,False,0.0245
prod_20000152,20000152,1000015,Automotive,3.75,4,6,8,3,0.0137,0.0385,0.0303,6,0.000592,44,0.1131,0.048,NONE,False,False,0.1715,MODERATE_RISK,1,False,0.0249
prod_20000025,20000025,1000045,Consumer Electronics,4.89,9,14,33,5,0.1362,0.3125,0.0249,12,0.002276,17,0.9429,0.133,NONE,False,False,0.3932,HIGH_RISK,1,False,0.0253
prod_20000056,20000056,1000004,Phones & Telecommunications,5.0,9,13,23,3,0.1011,0.2,0.0212,11,0.001688,69,0.9333,0.067,NONE,False,False,0.1911,MODERATE_RISK,1,False,0.0255
prod_20000022,20000022,1000021,Consumer Electronics,4.89,9,14,31,4,0.1346,0.3333,0.0238,12,0.002179,17,0.9429,0.133,NONE,False,False,0.1812,MODERATE_RISK,1,False,0.0255
prod_20000071,20000071,1000034,Automotive,5.0,7,13,26,4,0.1288,0.2667,0.0233,11,0.001697,34,0.9048,0.133,NONE,False,False,0.1327,LOW_RISK,1,False,0.0258
prod_20000054,20000054,1000033,Computer & Office,5.0,11,12,25,4,0.1056,0.2105,0.0237,11,0.001803,69,0.9333,0.067,NONE,False,False,0.1855,MODERATE_RISK,1,False,0.0259
prod_20000480,20000480,1000022,Computer & Office,4.52,0,0,0,0,0.0,0.0,0.0,0,0.000337,58,0.0,1.0,NONE,False,False,0.0,LOW_RISK,1,False,0.0259
prod_20000487,20000487,1000020,Computer & Office,4.52,0,0,0,0,0.0,0.0,0.0,0,0.000337,35,0.0,1.0,NONE,False,False,0.0756,LOW_RISK,1,False,0.0259
prod_20000023,20000023,1000035,Home & Garden,4.91,11,13,28,3,0.114,0.2,0.0239,12,0.001997,17,0.9429,0.133,NONE,False,False,0.1721,MODERATE_RISK,1,False,0.0261
prod_20000351,20000351,1000028,Consumer Electronics,4.3,0,0,0,0,0.0,0.0,0.0,0,0.000337,8,0.0,1.0,NONE,False,False,0.1,LOW_RISK,1,False,0.0264
prod_20000231,20000231,1000018,Computer & Office,4.47,0,0,0,0,0.0,0.0,0.0,0,0.000337,3,0.0,1.0,NONE,False,False,0.0784,LOW_RISK,1,False,0.0266
prod_20000131,20000131,1000032,Tools & Home Improvement,4.57,0,0,0,0,0.0,0.0,0.0,0,0.000337,29,0.0,1.0,NONE,False,False,0.0989,LOW_RISK,1,False,0.0273
prod_20000204,20000204,1000015,Phones & Telecommunications,4.57,0,0,0,0,0.0,0.0,0.0,0,0.000337,65,0.0,1.0,NONE,False,False,0.1541,MODERATE_RISK,1,False,0.0273
prod_20000223,20000223,1000007,Home & Garden,4.56,0,0,0,0,0.0,0.0,0.0,0,0.000337,10,0.0,1.0,NONE,False,False,0.1116,LOW_RISK,1,False,0.0273
prod_20000385,20000385,1000007,Jewelry & Accessories,4.59,0,0,0,0,0.0,0.0,0.0,0,0.000337,25,0.0,1.0,NONE,False,False,0.1116,LOW_RISK,1,False,0.0276
prod_20000236,20000236,1000030,Phones & Telecommunications,4.59,0,0,0,0,0.0,0.0,0.0,0,0.000337,68,0.0,1.0,NONE,False,False,0.1887,MODERATE_RISK,1,False,0.0276
prod_20000123,20000123,1000047,Computer & Office,4.48,0,0,0,0,0.0,0.0,0.0,0,0.000337,53,0.0,1.0,NONE,False,False,0.0929,LOW_RISK,1,False,0.0283
prod_20000013,20000013,1000048,Computer & Office,4.82,11,13,33,4,0.1325,0.2222,0.0269,11,0.002218,31,0.9238,0.133,ELEC_SHOCK,False,True,0.1957,MODERATE_RISK,1,False,0.0283
prod_20000105,20000105,1000049,Automotive,3.95,41,83,140,16,0.0221,0.05,0.0079,28,0.005639,44,0.1131,0.048,NONE,False,False,0.3276,MODERATE_RISK,1,False,0.0289
prod_20000020,20000020,1000033,Jewelry & Accessories,4.89,9,14,31,4,0.1316,0.2857,0.0239,12,0.002172,17,0.9429,0.133,NONE,False,False,0.1706,MODERATE_RISK,1,False,0.0292
prod_20000007,20000007,1000049,Consumer Electronics,5.0,9,12,27,4,0.1253,0.2,0.026,11,0.00187,31,0.9238,0.133,NONE,False,False,0.1206,LOW_RISK,1,False,0.0295
prod_20000004,20000004,1000006,Automotive,5.0,12,13,35,6,0.1415,0.2857,0.0269,11,0.002333,31,0.9238,0.133,NONE,False,False,0.1402,LOW_RISK,1,False,0.0298
prod_20000145,20000145,1000029,Computer & Office,4.31,0,0,0,0,0.0,0.0,0.0,0,0.000337,19,0.0,1.0,NONE,False,False,0.1188,LOW_RISK,1,False,0.0299
prod_20000051,20000051,1000003,Consumer Electronics,4.9,10,13,33,4,0.1413,0.25,0.0267,11,0.002278,69,0.9333,0.067,NONE,False,False,0.2227,MODERATE_RISK,1,False,0.0299
prod_20000076,20000076,1000035,Computer & Office,4.31,0,0,0,0,0.0,0.0,0.0,0,0.000337,67,0.0,1.0,NONE,False,False,0.0799,LOW_RISK,1,False,0.0299
prod_20000333,20000333,1000029,Automotive,4.43,0,0,0,0,0.0,0.0,0.0,0,0.000337,70,0.0,1.0,NONE,False,False,0.1188,LOW_RISK,1,False,0.0301
prod_20000219,20000219,1000035,Tools & Home Improvement,4.44,0,0,0,0,0.0,0.0,0.0,0,0.000337,22,0.0,1.0,NONE,False,False,0.0799,LOW_RISK,1,False,0.0304
prod_20000159,20000159,1000026,Tools & Home Improvement,5.0,1,3,3,1,0.0098,0.0169,0.0293,3,0.000433,27,0.1093,0.069,NONE,False,False,0.1076,LOW_RISK,1,False,0.0305
prod_20000010,20000010,1000015,Consumer Electronics,5.0,7,13,25,4,0.1262,0.3077,0.0229,11,0.001761,31,0.9238,0.133,NONE,False,False,0.1851,MODERATE_RISK,1,False,0.0305
prod_20000363,20000363,1000000,Automotive,4.0,1,2,2,1,0.1684,0.3333,0.0152,2,0.000458,27,0.1093,0.069,NONE,False,False,0.0597,LOW_RISK,1,False,0.0306
prod_20000355,20000355,1000008,Tools & Home Improvement,4.21,38,88,161,13,0.0245,0.0588,0.0094,28,0.00619,66,0.1199,0.053,NONE,False,False,0.3152,MODERATE_RISK,1,False,0.0309
prod_20000077,20000077,1000018,Home & Garden,4.0,1,1,1,1,0.006,0.006,0.0,1,0.000369,44,0.1131,0.048,NONE,False,False,0.0821,LOW_RISK,1,False,0.0311
prod_20000018,20000018,1000019,Sports & Entertainment,5.0,12,13,32,4,0.1224,0.2,0.0267,12,0.002225,17,0.9429,0.133,NONE,False,False,0.2319,MODERATE_RISK,1,False,0.0312
prod_20000034,20000034,1000026,Jewelry & Accessories,4.89,9,13,31,4,0.1423,0.2353,0.0252,12,0.002202,57,0.9524,0.133,NONE,False,False,0.1947,MODERATE_RISK,1,False,0.0313
prod_20000091,20000091,1000023,Consumer Electronics,4.32,0,0,0,0,0.0,0.0,0.0,0,0.000337,15,0.0,1.0,NONE,False,False,0.0583,LOW_RISK,1,False,0.0314
prod_20000085,20000085,1000028,Sports & Entertainment,4.32,0,0,0,0,0.0,0.0,0.0,0,0.000337,6,0.0,1.0,NONE,False,False,0.1,LOW_RISK,1,False,0.0314
prod_20000024,20000024,1000014,Consumer Electronics,5.0,9,13,27,3,0.1209,0.2143,0.0241,12,0.001936,17,0.9429,0.133,NONE,False,False,0.156,MODERATE_RISK,1,False,0.0317
prod_20000008,20000008,1000020,Jewelry & Accessories,5.0,10,14,34,4,0.1388,0.3077,0.0259,11,0.002279,31,0.9238,0.133,NONE,False,False,0.1435,LOW_RISK,1,False,0.0326
prod_20000048,20000048,1000018,Sports & Entertainment,5.0,9,13,28,4,0.1233,0.2105,0.0245,11,0.001972,69,0.9333,0.067,NONE,False,False,0.1891,MODERATE_RISK,1,False,0.0342
prod_20000089,20000089,1000035,Computer & Office,4.49,39,69,131,18,0.0233,0.0696,0.01,28,0.005046,44,0.1131,0.048,NONE,False,False,0.2951,MODERATE_RISK,1,False,0.0343
prod_20000318,20000318,1000034,Sports & Entertainment,4.41,0,0,0,0,0.0,0.0,0.0,0,0.000337,13,0.0,1.0,NONE,False,False,0.0819,LOW_RISK,1,False,0.0345
prod_20000114,20000114,1000002,Sports & Entertainment,3.82,28,75,123,12,0.0274,0.0833,0.0093,28,0.004809,27,0.1093,0.069,ELEC_SHOCK,False,True,0.3514,HIGH_RISK,1,False,0.0346
prod_20000451,20000451,1000038,Jewelry & Accessories,1.0,1,4,4,1,0.042,0.1,0.0189,4,0.000479,44,0.1131,0.048,ELEC_SHOCK,True,True,0.5287,HIGH_RISK,1,False,0.0348
prod_20000198,20000198,1000026,Jewelry & Accessories,3.76,34,83,134,9,0.0257,0.0588,0.0085,28,0.00517,66,0.1199,0.053,NONE,False,False,0.3093,MODERATE_RISK,1,False,0.0353
prod_20000280,20000280,1000032,Consumer Electronics,5.0,1,7,7,1,0.1495,0.5,0.0142,7,0.000632,27,0.1093,0.069,NONE,False,False,0.1188,LOW_RISK,1,False,0.0358
prod_20000302,20000302,1000021,Sports & Entertainment,4.35,0,0,0,0,0.0,0.0,0.0,0,0.000337,33,0.0,1.0,NONE,False,False,0.0868,LOW_RISK,1,False,0.0359
prod_20000217,20000217,1000015,Automotive,4.4,0,0,0,0,0.0,0.0,0.0,0,0.000337,30,0.0,1.0,NONE,False,False,0.1541,MODERATE_RISK,1,False,0.036
prod_20000460,20000460,1000048,Automotive,4.4,0,0,0,0,0.0,0.0,0.0,0,0.000337,36,0.0,1.0,ELEC_SHOCK,False,True,0.1566,MODERATE_RISK,1,False,0.036
prod_20000084,20000084,1000016,Computer & Office,5.0,1,4,4,1,0.0184,0.0588,0.0307,4,0.000471,27,0.1093,0.069,NONE,False,False,0.0878,LOW_RISK,1,False,0.0366
prod_20000015,20000015,1000010,Automotive,5.0,9,13,28,4,0.1234,0.2857,0.0239,12,0.001987,17,0.9429,0.133,NONE,False,False,0.2028,MODERATE_RISK,1,False,0.0366
prod_20000386,20000386,1000042,Home & Garden,4.11,35,92,159,14,0.0256,0.0674,0.0085,28,0.00605,44,0.1131,0.048,NONE,False,False,0.3399,MODERATE_RISK,1,False,0.0373
prod_20000230,20000230,1000002,Consumer Electronics,4.36,0,0,0,0,0.0,0.0,0.0,0,0.000337,24,0.0,1.0,NONE,False,False,0.2107,MODERATE_RISK,1,False,0.0379
prod_20000079,20000079,1000040,Automotive,4.36,0,0,0,0,0.0,0.0,0.0,0,0.000337,32,0.0,1.0,NONE,False,False,0.0191,LOW_RISK,1,False,0.0379
prod_20000262,20000262,1000007,Jewelry & Accessories,4.36,0,0,0,0,0.0,0.0,0.0,0,0.000337,0,0.0,1.0,NONE,False,False,0.1116,LOW_RISK,1,False,0.0379
prod_20000341,20000341,1000036,Tools & Home Improvement,4.36,0,0,0,0,0.0,0.0,0.0,0,0.000337,41,0.0,1.0,NONE,False,False,0.1019,LOW_RISK,1,False,0.0379
prod_20000103,20000103,1000001,Home & Garden,5.0,3,5,7,2,0.0377,0.125,0.0304,5,0.000584,44,0.1131,0.048,NONE,False,False,0.0987,LOW_RISK,1,False,0.0466
prod_20000288,20000288,1000010,Automotive,4.3,37,79,143,15,0.0245,0.0702,0.0092,28,0.005526,44,0.1131,0.048,NONE,False,False,0.346,MODERATE_RISK,1,False,0.047
prod_20000335,20000335,1000018,Computer & Office,3.83,23,64,109,11,0.0306,0.0789,0.0104,28,0.00421,27,0.1093,0.069,NONE,False,False,0.2665,MODERATE_RISK,1,False,0.0493
prod_20000214,20000214,1000030,Jewelry & Accessories,4.39,28,75,117,10,0.0269,0.0625,0.0084,28,0.004647,27,0.1093,0.069,CHOKE_CHILD,False,True,0.3377,MODERATE_RISK,1,False,0.0517
prod_20000108,20000108,1000007,Automotive,5.0,1,3,3,1,0.1493,0.25,0.012,3,0.000462,66,0.1199,0.053,NONE,False,False,0.1353,LOW_RISK,1,False,0.052
prod_20000308,20000308,1000041,Computer & Office,4.16,37,77,126,13,0.0232,0.0588,0.0086,28,0.004834,66,0.1199,0.053,NONE,False,False,0.2967,MODERATE_RISK,1,False,0.0527
prod_20000422,20000422,1000005,Phones & Telecommunications,2.5,2,6,6,1,0.0356,0.1667,0.0229,6,0.000537,27,0.1093,0.069,NONE,False,False,0.084,LOW_RISK,1,False,0.0551
prod_20000463,20000463,1000008,Sports & Entertainment,5.0,1,2,2,1,0.1372,0.25,0.012,2,0.000434,44,0.1131,0.048,NONE,False,False,0.0349,LOW_RISK,1,False,0.0566
prod_20000273,20000273,1000022,Sports & Entertainment,5.0,1,2,2,1,0.1268,0.25,0.0152,2,0.000433,27,0.1093,0.069,NONE,False,False,0.031,LOW_RISK,1,False,0.0572
prod_20000417,20000417,1000021,Jewelry & Accessories,4.0,2,10,10,1,0.0774,0.5,0.0155,9,0.000773,44,0.1131,0.048,NONE,False,False,0.1148,LOW_RISK,1,False,0.0577
prod_20000433,20000433,1000006,Tools & Home Improvement,3.87,30,76,112,6,0.0246,0.0513,0.0089,28,0.004433,66,0.1199,0.053,NONE,False,False,0.2717,MODERATE_RISK,1,False,0.058
prod_20000283,20000283,1000023,Jewelry & Accessories,5.0,1,2,2,1,0.1071,0.1429,0.012,2,0.000419,66,0.1199,0.053,NONE,False,False,0.0696,LOW_RISK,1,False,0.0587
prod_20000490,20000490,1000037,Consumer Electronics,3.0,1,3,3,1,0.0898,0.25,0.0189,3,0.000471,66,0.1199,0.053,NONE,False,False,0.1261,LOW_RISK,1,False,0.0589
prod_20000256,20000256,1000014,Automotive,4.0,1,3,3,1,0.1333,0.25,0.012,3,0.000468,27,0.1093,0.069,NONE,False,False,0.0846,LOW_RISK,1,False,0.0594
prod_20000295,20000295,1000029,Computer & Office,4.42,24,69,97,8,0.0286,0.069,0.0078,28,0.003953,27,0.1093,0.069,NONE,False,False,0.281,MODERATE_RISK,1,False,0.0606
prod_20000181,20000181,1000002,Consumer Electronics,4.13,23,75,113,6,0.0298,0.0968,0.0088,28,0.004418,66,0.1199,0.053,NONE,False,False,0.3458,MODERATE_RISK,1,False,0.0639
prod_20000309,20000309,1000002,Computer & Office,2.5,2,9,9,1,0.0772,0.25,0.0122,8,0.000716,27,0.1093,0.069,NONE,False,False,0.2381,MODERATE_RISK,1,False,0.0652
prod_20000218,20000218,1000037,Tools & Home Improvement,3.67,3,6,7,2,0.0797,0.3333,0.0133,5,0.00073,27,0.1093,0.069,NONE,False,False,0.1371,LOW_RISK,1,False,0.0656
prod_20000476,20000476,1000047,Tools & Home Improvement,2.5,2,5,5,1,0.0228,0.0435,0.0188,5,0.000503,44,0.1131,0.048,NONE,False,False,0.1082,LOW_RISK,1,False,0.0668
prod_20000244,20000244,1000019,Sports & Entertainment,4.5,24,62,98,12,0.0285,0.0682,0.01,28,0.003828,44,0.1131,0.048,NONE,False,False,0.3079,MODERATE_RISK,1,False,0.0676
prod_20000456,20000456,1000042,Automotive,3.0,1,5,5,1,0.0223,0.0357,0.0195,5,0.000501,27,0.1093,0.069,NONE,False,False,0.0999,LOW_RISK,1,False,0.0676
prod_20000274,20000274,1000020,Phones & Telecommunications,3.5,2,7,8,2,0.0207,0.0526,0.0237,7,0.000598,44,0.1131,0.048,NONE,False,False,0.1006,LOW_RISK,1,False,0.0696
prod_20000184,20000184,1000030,Phones & Telecommunications,3.87,23,62,104,10,0.03,0.0857,0.0098,28,0.004078,44,0.1131,0.048,NONE,False,False,0.3478,MODERATE_RISK,1,False,0.0715
prod_20000104,20000104,1000021,Automotive,3.94,17,48,59,4,0.0328,0.0556,0.0069,27,0.002615,27,0.1093,0.069,NONE,False,False,0.2437,MODERATE_RISK,1,False,0.0715
prod_20000404,20000404,1000002,Automotive,4.0,4,16,16,1,0.0809,0.25,0.007,13,0.001069,27,0.1093,0.069,NONE,False,False,0.2324,MODERATE_RISK,1,False,0.0719
prod_20000118,20000118,1000007,Automotive,4.52,25,64,96,7,0.0274,0.0536,0.009,28,0.003827,66,0.1199,0.053,NONE,False,False,0.2756,MODERATE_RISK,1,False,0.0723
prod_20000170,20000170,1000039,Consumer Electronics,2.5,2,8,9,2,0.0347,0.125,0.0178,8,0.000635,66,0.1199,0.053,CHOKE_CHILD,False,True,0.3236,MODERATE_RISK,1,False,0.0723
prod_20000496,20000496,1000037,Consumer Electronics,4.05,21,63,94,10,0.0313,0.0938,0.009,28,0.003719,66,0.1199,0.053,NONE,False,False,0.2749,MODERATE_RISK,1,False,0.0723
prod_20000452,20000452,1000017,Home & Garden,4.25,24,68,104,11,0.0296,0.0769,0.0085,28,0.004187,44,0.1131,0.048,NONE,False,False,0.3463,MODERATE_RISK,1,False,0.0723
prod_20000345,20000345,1000047,Jewelry & Accessories,3.96,26,65,89,6,0.0277,0.093,0.0076,28,0.003731,44,0.1131,0.048,NONE,False,False,0.249,MODERATE_RISK,1,False,0.0725
prod_20000357,20000357,1000016,Jewelry & Accessories,3.0,2,4,5,2,0.0738,0.125,0.0143,4,0.00052,66,0.1199,0.053,NONE,False,False,0.0892,LOW_RISK,1,False,0.0727
prod_20000191,20000191,1000045,Home & Garden,3.38,13,37,47,3,0.0288,0.0714,0.0127,28,0.002003,44,0.1131,0.048,NONE,False,False,0.4026,HIGH_RISK,1,False,0.0729
prod_20000185,20000185,1000013,Jewelry & Accessories,3.72,25,58,90,8,0.0287,0.08,0.0092,28,0.003958,44,0.1131,0.048,UNCERTIFIED_MED,False,True,0.3395,MODERATE_RISK,1,False,0.073
prod_20000142,20000142,1000014,Computer & Office,5.0,1,4,4,1,0.0188,0.0417,0.0234,4,0.000467,66,0.1199,0.053,NONE,False,False,0.0844,LOW_RISK,1,False,0.0732
prod_20000440,20000440,1000022,Consumer Electronics,4.18,28,60,93,8,0.0272,0.0571,0.0087,28,0.003789,27,0.1093,0.069,NONE,False,False,0.2349,MODERATE_RISK,1,False,0.074
prod_20000258,20000258,1000007,Home & Garden,3.0,1,5,5,1,0.0829,0.25,0.0154,5,0.000531,66,0.1199,0.053,NONE,False,False,0.123,LOW_RISK,1,False,0.0746
prod_20000349,20000349,1000048,Computer & Office,5.0,2,12,13,2,0.0888,0.3333,0.0102,11,0.000833,66,0.1199,0.053,NONE,False,False,0.1776,MODERATE_RISK,1,False,0.0747
prod_20000406,20000406,1000030,Sports & Entertainment,4.12,25,62,96,7,0.0285,0.0811,0.0089,28,0.00392,27,0.1093,0.069,NONE,False,False,0.3287,MODERATE_RISK,1,False,0.0748
prod_20000338,20000338,1000016,Jewelry & Accessories,3.71,7,19,24,3,0.054,0.2857,0.0114,17,0.001251,66,0.1199,0.053,NONE,False,False,0.1408,LOW_RISK,1,False,0.075
prod_20000434,20000434,1000023,Phones & Telecommunications,5.0,2,6,6,1,0.0964,0.2,0.0063,6,0.00058,44,0.1131,0.048,NONE,False,False,0.0916,LOW_RISK,1,False,0.0751
prod_20000474,20000474,1000027,Sports & Entertainment,3.4,5,23,25,3,0.0558,0.2,0.0102,17,0.001278,66,0.1199,0.053,NONE,False,False,0.1478,LOW_RISK,1,False,0.0753
prod_20000300,20000300,1000037,Jewelry & Accessories,4.33,3,7,7,1,0.1067,0.3333,0.0105,6,0.000779,27,0.1093,0.069,NONE,False,False,0.19,MODERATE_RISK,1,False,0.0754
prod_20000446,20000446,1000046,Tools & Home Improvement,4.09,23,61,91,8,0.028,0.0833,0.0096,28,0.003687,27,0.1093,0.069,NONE,False,False,0.2475,MODERATE_RISK,1,False,0.0755
prod_20000135,20000135,1000015,Jewelry & Accessories,5.0,1,2,2,1,0.0643,0.125,0.012,2,0.000414,27,0.1093,0.069,NONE,False,False,0.1577,MODERATE_RISK,1,False,0.076
prod_20000420,20000420,1000016,Tools & Home Improvement,3.86,7,28,32,3,0.0571,0.1429,0.0077,20,0.00171,27,0.1093,0.069,NONE,False,False,0.1639,MODERATE_RISK,1,False,0.0762
prod_20000325,20000325,1000002,Tools & Home Improvement,3.33,3,16,18,2,0.0638,0.25,0.0135,15,0.000998,27,0.1093,0.069,NONE,False,False,0.245,MODERATE_RISK,1,False,0.0763
prod_20000384,20000384,1000025,Automotive,3.0,2,6,6,1,0.088,0.25,0.009,6,0.000591,44,0.1131,0.048,NONE,False,False,0.0835,LOW_RISK,1,False,0.0765
prod_20000346,20000346,1000049,Home & Garden,5.0,2,7,8,2,0.082,0.2857,0.0132,7,0.000632,66,0.1199,0.053,NONE,False,False,0.088,LOW_RISK,1,False,0.0767
prod_20000257,20000257,1000037,Home & Garden,4.22,18,62,89,8,0.0309,0.0789,0.0097,28,0.003572,27,0.1093,0.069,NONE,False,False,0.3278,MODERATE_RISK,1,False,0.0771
prod_20000150,20000150,1000048,Home & Garden,4.38,13,52,70,6,0.0386,0.0909,0.0087,28,0.002866,27,0.1093,0.069,NONE,False,False,0.2614,MODERATE_RISK,1,False,0.0773
prod_20000269,20000269,1000017,Consumer Electronics,5.0,1,3,3,1,0.0514,0.1429,0.0208,3,0.000446,27,0.1093,0.069,CHEM_TOXIC,False,True,0.2237,MODERATE_RISK,1,False,0.0777
prod_20000314,20000314,1000009,Phones & Telecommunications,4.45,22,59,79,10,0.0273,0.0645,0.0083,28,0.003194,44,0.1131,0.048,NONE,False,False,0.2496,MODERATE_RISK,1,False,0.0786
prod_20000224,20000224,1000007,Computer & Office,4.67,3,17,17,1,0.0698,0.25,0.0091,14,0.00099,27,0.1093,0.069,NONE,False,False,0.1479,LOW_RISK,1,False,0.079
prod_20000448,20000448,1000009,Computer & Office,3.0,1,4,4,1,0.0315,0.0556,0.0186,4,0.000471,66,0.1199,0.053,NONE,False,False,0.1133,LOW_RISK,1,False,0.0796
prod_20000281,20000281,1000034,Jewelry & Accessories,3.0,2,7,8,2,0.0579,0.0909,0.0164,7,0.000621,27,0.1093,0.069,NONE,False,False,0.1065,LOW_RISK,1,False,0.0799
prod_20000235,20000235,1000011,Consumer Electronics,4.41,17,49,66,6,0.0281,0.0556,0.0109,28,0.002633,27,0.1093,0.069,NONE,False,False,0.2222,MODERATE_RISK,1,False,0.0808
prod_20000192,20000192,1000037,Home & Garden,4.4,15,38,57,5,0.0323,0.1111,0.0127,28,0.002323,27,0.1093,0.069,CHOKE_CHILD,False,True,0.2293,MODERATE_RISK,1,False,0.0808
prod_20000468,20000468,1000020,Sports & Entertainment,4.25,24,70,97,7,0.0272,0.0612,0.0087,28,0.003918,66,0.1199,0.053,NONE,False,False,0.2589,MODERATE_RISK,1,False,0.0809
prod_20000362,20000362,1000023,Phones & Telecommunications,4.6,5,19,26,4,0.0437,0.1667,0.0169,17,0.001259,27,0.1093,0.069,NONE,False,False,0.1523,MODERATE_RISK,1,False,0.082
prod_20000097,20000097,1000021,Sports & Entertainment,3.0,1,4,4,1,0.0257,0.0385,0.0178,4,0.000468,44,0.1131,0.048,NONE,False,False,0.0994,LOW_RISK,1,False,0.0823
prod_20000439,20000439,1000048,Automotive,4.11,19,57,81,6,0.0305,0.0833,0.0101,28,0.003199,27,0.1093,0.069,NONE,False,False,0.2734,MODERATE_RISK,1,False,0.0823
prod_20000310,20000310,1000037,Tools & Home Improvement,3.86,7,20,28,4,0.0388,0.1429,0.0164,19,0.001338,27,0.1093,0.069,NONE,False,False,0.1909,MODERATE_RISK,1,False,0.0826
prod_20000372,20000372,1000002,Consumer Electronics,4.0,1,3,3,1,0.0276,0.0417,0.021,3,0.000438,44,0.1131,0.048,NONE,False,False,0.2161,MODERATE_RISK,1,False,0.083
prod_20000187,20000187,1000038,Phones & Telecommunications,4.18,22,65,101,7,0.0314,0.0698,0.0093,28,0.004034,66,0.1199,0.053,NONE,False,False,0.3406,MODERATE_RISK,1,False,0.0832
prod_20000367,20000367,1000043,Home & Garden,4.12,8,27,33,3,0.0275,0.0769,0.0147,24,0.001452,27,0.1093,0.069,NONE,False,False,0.1586,MODERATE_RISK,1,False,0.0836
prod_20000158,20000158,1000013,Phones & Telecommunications,3.0,5,16,17,2,0.0495,0.0909,0.0068,16,0.000932,66,0.1199,0.053,UNCERTIFIED_MED,True,True,0.5597,HIGH_RISK,1,False,0.0838
prod_20000122,20000122,1000042,Sports & Entertainment,5.0,2,8,8,1,0.0933,0.25,0.0086,8,0.000651,27,0.1093,0.069,NONE,False,False,0.1075,LOW_RISK,1,False,0.0841
prod_20000438,20000438,1000011,Automotive,5.0,1,3,3,1,0.0435,0.1111,0.0207,3,0.000444,66,0.1199,0.053,NONE,False,False,0.0599,LOW_RISK,1,False,0.0843
prod_20000450,20000450,1000028,Sports & Entertainment,3.5,2,6,6,1,0.077,0.25,0.009,6,0.00056,66,0.1199,0.053,NONE,False,False,0.1149,LOW_RISK,1,False,0.0846
prod_20000174,20000174,1000016,Sports & Entertainment,3.75,4,12,13,2,0.0774,0.25,0.0101,10,0.000984,27,0.1093,0.069,NONE,False,False,0.1127,LOW_RISK,1,False,0.0846
prod_20000361,20000361,1000046,Sports & Entertainment,4.0,1,4,4,1,0.0249,0.0667,0.021,4,0.000469,66,0.1199,0.053,NONE,False,False,0.0694,LOW_RISK,1,False,0.085
prod_20000427,20000427,1000007,Sports & Entertainment,3.75,4,13,14,2,0.0793,0.2,0.0079,10,0.000943,44,0.1131,0.048,NONE,False,False,0.1414,LOW_RISK,1,False,0.0854
prod_20000188,20000188,1000019,Phones & Telecommunications,5.0,1,3,3,1,0.0822,0.1429,0.0149,3,0.00045,27,0.1093,0.069,NONE,False,False,0.1669,MODERATE_RISK,1,False,0.0855
prod_20000373,20000373,1000031,Phones & Telecommunications,4.33,18,56,72,5,0.033,0.087,0.0064,28,0.003019,66,0.1199,0.053,NONE,False,False,0.2135,MODERATE_RISK,1,False,0.0857
prod_20000425,20000425,1000035,Consumer Electronics,5.0,1,3,3,1,0.0759,0.2,0.0144,3,0.000446,66,0.1199,0.053,NONE,False,False,0.0911,LOW_RISK,1,False,0.0863
prod_20000304,20000304,1000015,Sports & Entertainment,4.29,14,50,61,4,0.0355,0.0909,0.0082,28,0.002656,27,0.1093,0.069,CHOKE_CHILD,True,True,0.5661,HIGH_RISK,1,False,0.0864
prod_20000328,20000328,1000033,Sports & Entertainment,4.33,6,28,32,3,0.0557,0.1429,0.009,21,0.001584,27,0.1093,0.069,NONE,False,False,0.1442,LOW_RISK,1,False,0.0869
prod_20000094,20000094,1000026,Computer & Office,4.0,24,60,90,7,0.0294,0.0698,0.0086,28,0.003629,66,0.1199,0.053,NONE,False,False,0.257,MODERATE_RISK,1,False,0.0871
